step,method,lr,batch_size,bucket,mean_projection,std_projection,ci95_low,ci95_high,mean_direction_variance
130,sharp_lr=0.025_B=128,0.025,128,sharp,0.003537505865097046,0.0021001528948545456,0.0,0.0,5.3551746532320976e-05
140,sharp_lr=0.025_B=128,0.025,128,sharp,0.0035451774019747972,0.0020197536796331406,0.0,0.0,5.1498569519026205e-05
150,sharp_lr=0.025_B=128,0.025,128,sharp,0.003534374525770545,0.0015463497256860137,0.0,0.0,5.354522727429867e-05
160,sharp_lr=0.025_B=128,0.025,128,sharp,0.0036484391894191504,0.0021797416266053915,0.0,0.0,5.577971751336008e-05
170,sharp_lr=0.025_B=128,0.025,128,sharp,0.0033548367209732533,0.002253652084618807,0.0,0.0,6.061913154553622e-05
180,sharp_lr=0.025_B=128,0.025,128,sharp,0.002360012847930193,0.0022967192344367504,0.0,0.0,6.262944225454703e-05
190,sharp_lr=0.025_B=128,0.025,128,sharp,0.00250963494181633,0.002831212244927883,0.0,0.0,5.895898721064441e-05
200,sharp_lr=0.025_B=128,0.025,128,sharp,0.0026926621794700623,0.0028629107400774956,0.0,0.0,5.257554221316241e-05
0,flat_lr=0.05_B=128,0.05,128,flat,0.0,0.0,0.0,0.0,0.0
10,flat_lr=0.05_B=128,0.05,128,flat,4.474702848256129e-07,8.130280662044242e-07,0.0,0.0,1.2657677640401377e-12
20,flat_lr=0.05_B=128,0.05,128,flat,1.4893640809532371e-06,1.1916660014321678e-06,0.0,0.0,3.0345561133349186e-12
30,flat_lr=0.05_B=128,0.05,128,flat,1.5186174096015748e-06,1.7325615999652655e-06,0.0,0.0,5.80645297468263e-12
40,flat_lr=0.05_B=128,0.05,128,flat,2.2687622731609736e-06,1.760985583132424e-06,0.0,0.0,6.1796401329416994e-12
50,flat_lr=0.05_B=128,0.05,128,flat,2.3162922389019514e-06,1.991933459066786e-06,0.0,0.0,8.584822956680949e-12
60,flat_lr=0.05_B=128,0.05,128,flat,2.8857816687377635e-06,2.069792572001461e-06,0.0,0.0,8.715139721005016e-12
70,flat_lr=0.05_B=128,0.05,128,flat,2.685333129193168e-06,2.3161896933743265e-06,0.0,0.0,1.1321481946380274e-11
80,flat_lr=0.05_B=128,0.05,128,flat,3.2312536859535612e-06,2.1769883460365236e-06,0.0,0.0,1.1015900865107842e-11
90,flat_lr=0.05_B=128,0.05,128,flat,3.7313423035811866e-06,2.2131237074063392e-06,0.0,0.0,1.1348778687636507e-11
100,flat_lr=0.05_B=128,0.05,128,flat,3.4696886359597556e-06,2.8741876576532377e-06,0.0,0.0,1.7254149498047155e-11
110,flat_lr=0.05_B=128,0.05,128,flat,3.857471710944083e-06,2.839039780155872e-06,0.0,0.0,1.665293944408397e-11
120,flat_lr=0.05_B=128,0.05,128,flat,3.7119332318980014e-06,3.092357928835554e-06,0.0,0.0,2.1091762017477755e-11
130,flat_lr=0.05_B=128,0.05,128,flat,3.822949111054186e-06,3.656996341305785e-06,0.0,0.0,2.8816943623000135e-11
140,flat_lr=0.05_B=128,0.05,128,flat,4.141903900745092e-06,3.46967294717615e-06,0.0,0.0,2.6320655724387798e-11
150,flat_lr=0.05_B=128,0.05,128,flat,4.638726295524975e-06,4.204950073471991e-06,0.0,0.0,3.802563125487879e-11
160,flat_lr=0.05_B=128,0.05,128,flat,5.063820481154835e-06,4.075448487128597e-06,0.0,0.0,3.566575160207641e-11
170,flat_lr=0.05_B=128,0.05,128,flat,5.224261258263141e-06,4.87948000227334e-06,0.0,0.0,4.8659697798880686e-11
180,flat_lr=0.05_B=128,0.05,128,flat,5.194202458369546e-06,5.0542571443656925e-06,0.0,0.0,5.017555468334045e-11
190,flat_lr=0.05_B=128,0.05,128,flat,6.458123152697226e-06,4.979284312867094e-06,0.0,0.0,4.9222376174995475e-11
200,flat_lr=0.05_B=128,0.05,128,flat,6.727585059707053e-06,5.2602185860450845e-06,0.0,0.0,5.447087572663101e-11
0,sharp_lr=0.05_B=128,0.05,128,sharp,0.0,0.0,0.0,0.0,0.0
10,sharp_lr=0.05_B=128,0.05,128,sharp,-5.966595563222654e-05,0.0018794022034853697,0.0,0.0,2.0862547899014316e-05
20,sharp_lr=0.05_B=128,0.05,128,sharp,1.1729205652954988e-05,0.00164546980522573,0.0,0.0,4.12773915741127e-05
30,sharp_lr=0.05_B=128,0.05,128,sharp,0.0011678013252094388,0.0020792167633771896,0.0,0.0,6.16898832959123e-05
40,sharp_lr=0.05_B=128,0.05,128,sharp,0.0021421099081635475,0.0031405917834490538,0.0,0.0,7.40493560442701e-05
50,sharp_lr=0.05_B=128,0.05,128,sharp,0.0033554641995579004,0.0037473400589078665,0.0,0.0,8.692211122252047e-05
60,sharp_lr=0.05_B=128,0.05,128,sharp,0.003601895412430167,0.003224665066227317,0.0,0.0,0.00011602169252000749
70,sharp_lr=0.05_B=128,0.05,128,sharp,0.002707414561882615,0.004291802644729614,0.0,0.0,0.00015964152407832444
80,sharp_lr=0.05_B=128,0.05,128,sharp,0.002701942576095462,0.004868652671575546,0.0,0.0,0.00015368089952971786
90,sharp_lr=0.05_B=128,0.05,128,sharp,0.003115240018814802,0.0043356590904295444,0.0,0.0,0.00014943232235964388
100,sharp_lr=0.05_B=128,0.05,128,sharp,0.004063648171722889,0.004616075661033392,0.0,0.0,0.00016517248877789825
110,sharp_lr=0.05_B=128,0.05,128,sharp,0.004903305787593126,0.004589108284562826,0.0,0.0,0.00015143926430027932
120,sharp_lr=0.05_B=128,0.05,128,sharp,0.005331065971404314,0.004206475801765919,0.0,0.0,0.00013828383816871792
130,sharp_lr=0.05_B=128,0.05,128,sharp,0.005383242387324572,0.0032302208710461855,0.0,0.0,0.00013651976769324392
140,sharp_lr=0.05_B=128,0.05,128,sharp,0.005109894555062056,0.003048544516786933,0.0,0.0,0.0001224508450832218
150,sharp_lr=0.05_B=128,0.05,128,sharp,0.004825565032660961,0.0024680495262145996,0.0,0.0,0.00012907916971016675
160,sharp_lr=0.05_B=128,0.05,128,sharp,0.004843937698751688,0.003637310117483139,0.0,0.0,0.00013670421321876347
170,sharp_lr=0.05_B=128,0.05,128,sharp,0.004020353313535452,0.0037776052486151457,0.0,0.0,0.00014948628086131066
180,sharp_lr=0.05_B=128,0.05,128,sharp,0.0018382163252681494,0.003922003321349621,0.0,0.0,0.0001508506975369528
190,sharp_lr=0.05_B=128,0.05,128,sharp,0.002026689238846302,0.005052850116044283,0.0,0.0,0.00014552318316418678
200,sharp_lr=0.05_B=128,0.05,128,sharp,0.00227269995957613,0.0051534222438931465,0.0,0.0,0.00012142222840338945
0,flat_lr=0.1_B=128,0.1,128,flat,0.0,0.0,0.0,0.0,0.0
10,flat_lr=0.1_B=128,0.1,128,flat,9.01421913113154e-07,1.6304286418744596e-06,0.0,0.0,5.087860254632259e-12
20,flat_lr=0.1_B=128,0.1,128,flat,3.0276451070676558e-06,2.4166620278265327e-06,0.0,0.0,1.252048117961202e-11
30,flat_lr=0.1_B=128,0.1,128,flat,3.1074057460500626e-06,3.5569230476539815e-06,0.0,0.0,2.446365852948329e-11
40,flat_lr=0.1_B=128,0.1,128,flat,4.644558885047445e-06,3.604056246331311e-06,0.0,0.0,2.5877864087697766e-11
50,flat_lr=0.1_B=128,0.1,128,flat,4.800266196980374e-06,4.063704182044603e-06,0.0,0.0,3.582677557401048e-11
60,flat_lr=0.1_B=128,0.1,128,flat,5.969769972580252e-06,4.294349764677463e-06,0.0,0.0,3.755564262353239e-11
70,flat_lr=0.1_B=128,0.1,128,flat,5.510397841135273e-06,4.796906978299376e-06,0.0,0.0,4.875849723973147e-11
80,flat_lr=0.1_B=128,0.1,128,flat,6.682800631097052e-06,4.62388288724469e-06,0.0,0.0,4.9801839735463815e-11
90,flat_lr=0.1_B=128,0.1,128,flat,7.76854813011596e-06,4.8275442168232985e-06,0.0,0.0,5.3661870086374464e-11
100,flat_lr=0.1_B=128,0.1,128,flat,7.152059424697654e-06,6.360229690471897e-06,0.0,0.0,8.46026651513121e-11
110,flat_lr=0.1_B=128,0.1,128,flat,7.937155714898836e-06,6.2013800743443426e-06,0.0,0.0,7.909160132379967e-11
120,flat_lr=0.1_B=128,0.1,128,flat,7.495943918911507e-06,6.767563718312886e-06,0.0,0.0,1.0176475634393611e-10
130,flat_lr=0.1_B=128,0.1,128,flat,7.746821211185306e-06,8.286296178994235e-06,0.0,0.0,1.4839303397184977e-10
140,flat_lr=0.1_B=128,0.1,128,flat,8.671601790410932e-06,7.898394869698677e-06,0.0,0.0,1.3825908473652504e-10
150,flat_lr=0.1_B=128,0.1,128,flat,9.769382813828997e-06,1.0146935892407782e-05,0.0,0.0,2.2160234758317188e-10
160,flat_lr=0.1_B=128,0.1,128,flat,1.0830994142452255e-05,9.507178219791967e-06,0.0,0.0,1.9659351924161683e-10
170,flat_lr=0.1_B=128,0.1,128,flat,1.106684430851601e-05,1.2105487257940695e-05,0.0,0.0,2.992356362696569e-10
180,flat_lr=0.1_B=128,0.1,128,flat,1.096007054002257e-05,1.2557365153043065e-05,0.0,0.0,3.1025224056513423e-10
190,flat_lr=0.1_B=128,0.1,128,flat,1.3811081771564204e-05,1.1934010217373725e-05,0.0,0.0,2.8114363614939464e-10
200,flat_lr=0.1_B=128,0.1,128,flat,1.4389279385795817e-05,1.3107809536450077e-05,0.0,0.0,3.3908476027022516e-10
0,sharp_lr=0.1_B=128,0.1,128,sharp,0.0,0.0,0.0,0.0,0.0
10,sharp_lr=0.1_B=128,0.1,128,sharp,-0.00012626855459529907,0.003659975016489625,0.0,0.0,7.84347066655755e-05
20,sharp_lr=0.1_B=128,0.1,128,sharp,-1.6825636066641891e-06,0.0031250356696546078,0.0,0.0,0.0001466293033445254
30,sharp_lr=0.1_B=128,0.1,128,sharp,0.0021541668102145195,0.003825641004368663,0.0,0.0,0.00020608515478670597
40,sharp_lr=0.1_B=128,0.1,128,sharp,0.0037827922496944666,0.005879899486899376,0.0,0.0,0.00023525184951722622
50,sharp_lr=0.1_B=128,0.1,128,sharp,0.005767686292529106,0.0066961804404854774,0.0,0.0,0.00025932182325050235
60,sharp_lr=0.1_B=128,0.1,128,sharp,0.0056424979120492935,0.005370373371988535,0.0,0.0,0.0003378419205546379
70,sharp_lr=0.1_B=128,0.1,128,sharp,0.0033372240141034126,0.007598255295306444,0.0,0.0,0.00046083625056780875
80,sharp_lr=0.1_B=128,0.1,128,sharp,0.003020858159288764,0.008090760558843613,0.0,0.0,0.0003973242419306189
90,sharp_lr=0.1_B=128,0.1,128,sharp,0.003605455160140991,0.006574999075382948,0.0,0.0,0.00035041943192481995
100,sharp_lr=0.1_B=128,0.1,128,sharp,0.005301300901919603,0.007104265969246626,0.0,0.0,0.00036950476351194084
110,sharp_lr=0.1_B=128,0.1,128,sharp,0.006666606292128563,0.006849555764347315,0.0,0.0,0.0003115471627097577
120,sharp_lr=0.1_B=128,0.1,128,sharp,0.006861252244561911,0.00664400914683938,0.0,0.0,0.00029010948492214084
130,sharp_lr=0.1_B=128,0.1,128,sharp,0.0064542642794549465,0.004457023460417986,0.0,0.0,0.00026250118389725685
140,sharp_lr=0.1_B=128,0.1,128,sharp,0.005107912700623274,0.004277437459677458,0.0,0.0,0.00019915572192985564
150,sharp_lr=0.1_B=128,0.1,128,sharp,0.004025732632726431,0.004763553850352764,0.0,0.0,0.00024105251941364259
160,sharp_lr=0.1_B=128,0.1,128,sharp,0.003909738268703222,0.0062514860183000565,0.0,0.0,0.0002764918899629265
170,sharp_lr=0.1_B=128,0.1,128,sharp,0.0018878816626966,0.00635724700987339,0.0,0.0,0.0002954564115498215
180,sharp_lr=0.1_B=128,0.1,128,sharp,-0.0025065725203603506,0.006526464130729437,0.0,0.0,0.0002817360800690949
190,sharp_lr=0.1_B=128,0.1,128,sharp,-0.0017958743264898658,0.008093318901956081,0.0,0.0,0.0002834137703757733
200,sharp_lr=0.1_B=128,0.1,128,sharp,-0.0012985293287783861,0.0077844406478106976,0.0,0.0,0.00021572073455899954
