run,flat_displacement,sharp_displacement,total_displacement,final_train_loss,final_test_loss,generalization_gap
246,0.0012249143328517675,0.2852025032043457,3.739583730697632,1.0017491579055786,1.1456947326660156,0.143945574760437
247,0.0011070480104535818,0.27184903621673584,3.7288970947265625,1.0019090175628662,1.1457759737968445,0.14386695623397827
248,0.0010059383930638433,0.2762001156806946,3.72514009475708,1.0071312189102173,1.1503267884254456,0.14319556951522827
249,0.0012890319339931011,0.27605122327804565,3.7334654331207275,1.0018190145492554,1.141516625881195,0.1396976113319397
250,0.0013262903084978461,0.28253138065338135,3.73295521736145,1.0026663541793823,1.1412161588668823,0.1385498046875
251,0.0012312526814639568,0.2927019000053406,3.726184844970703,1.0035310983657837,1.1484630107879639,0.14493191242218018
252,0.001180559047497809,0.2835768759250641,3.742408514022827,1.0017151832580566,1.1427035331726074,0.14098834991455078
253,0.001254751463420689,0.26442569494247437,3.73014235496521,1.0015193223953247,1.143406331539154,0.14188700914382935
254,0.0012407079339027405,0.2581884562969208,3.7126317024230957,1.0049713850021362,1.1470636129379272,0.14209222793579102
255,0.001404404523782432,0.2775132656097412,3.726109266281128,1.0024569034576416,1.1470794081687927,0.14462250471115112
